web-scraper-order,web-scraper-start-url,link,link-href,info,info-href,loupan,dizhi,leixing,jibie,jiejian,wuyefei,kongtiaoleixing,ketishu,huotishu,cheweiyuezujin,dishangcheweishu,wangluotongxun,dixiacheweishu,wuyegongsi,louneipeitao,companies,security,floors,year,zongmianji,biaozhuncengmianji,biaozhuncenggao,Dixiachewei,jinggao,kaifashang,datangcenggao,shewai,kezhuce,kaijianmianji,waiqiang,rent
"1529416507-1890","https://sh.xzl.anjuke.com/loupan/p47/","中丝亚太商厦","/loupan/341832?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/341832","中丝亚太商厦","黄浦-南京东路-南京东路592号","商业综合体","甲级","暂无数据","29元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","12层","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","6.08元/m²•天"
"1529419899-2439","https://sh.xzl.anjuke.com/loupan/p28/","前滩尚博创意产业园","/loupan/382170?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/382170","前滩尚博创意产业园","浦东-上南地区-三林路128号","创意园区","甲级","暂无数据","6元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","3.04元/m²•天"
"1529409013-652","https://sh.xzl.anjuke.com/loupan/p88/","静安律德大厦","/loupan/10427?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10427","静安律德大厦","静安-曹家渡-武定西路1189号","商业综合体","甲级","安律德大厦位于普陀区武定西路与武宁南路交叉处，地处静安寺、曹家渡两大商圈辐射地带，武宁南路和万航渡路两条交通主干道从两侧穿行而过，交通便利；周边住宅林立，办公氛围略显不足。大楼为一幢6层白色建筑，楼龄较长，整体外型似民居，内部软硬件条件一般，目前租户以外资企业为主。","18元/平米•月","暂无","2部","1部","300元/月","20个","电信、联通、移动","暂无","静安律德物业管理有限公司","餐饮","企业名称：上海杰森贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海西创商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海百士威物业有限公司.，所属行业：专业服务/教育/培训、企业名称：美富锐（上海）贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：美泽园.美光建筑装饰有限公司，所属行业：房地产/建筑","餐饮","6层","1995年5月","7000m²","1000m²","2.9米","暂无","2.5米","静安律德开发有限公司","7米","是","是","150m²","玻璃幕墙","暂无数据"
"1529422607-3008","https://sh.xzl.anjuke.com/loupan/p10/","丽晶阳光大厦","/loupan/10185?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10185","丽晶阳光大厦","普陀-武宁路-武宁路19号","写字楼","乙级","中煌大厦是两幢18层高的精装修商住楼。紧靠上海体育场，各种生活、商业配套设施齐全。从中煌大厦出发，出行交通极为方便，离周边的地铁、轻轨步行大概只需10分钟左右，另外出门就是中山南路高架，比较适合投资或者商住。","15元/平米•月","半集中式中央空调","4部","1部","150元/月","20个","电信、联通、长城、移动、卫通","60个","上海丽晶物业管理有限公司","便利店","企业名称：庆宇集团，所属行业：计算机/互联网/通信/电子、企业名称：上海瑞实电子系统集成有限公司，所属行业：计算机/互联网/通信/电子、企业名称：崇德通用电碳（广州）有限公司，所属行业：广告/媒体、企业名称：上海元成光学器材有限公司，所属行业：能源/原材料、企业名称：上海外联发文化传媒有限公司，所属行业：广告/媒体","便利店","26层","2006年8月","35000m²","1154m²","3.2米","60个","2.7米","上海新辰房地产开发有限公司","3.5米","是","是","88m²、91m²、85m²、77m²、112m²","面砖","3.45元/m²•天"
"1529408367-525","https://sh.xzl.anjuke.com/loupan/p92/","长虹大厦","/loupan/11327?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/11327","长虹大厦","静安-火车站-中山北路831弄","综合写字楼","甲级","市中心，精装修，地铁生活，捷运双龙大厦共23层，住宅建筑面积约17100平米，地铁旁稀有精装修高层，捷运家居，无限潜力","1.3元/平米•月","分体空调","2部","1部","500元/月","60个","电信、移动","100个","暂无","食堂、餐饮、便利店","企业名称：上海亿轴机电设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：圣信物资有限公司，所属行业：贸易/消费/制造/营运、企业名称：拉特激光技术开发有限公司，所属行业：计算机/互联网/通信/电子","食堂、餐饮、便利店","23层","1999年5月","17100m²","740m²","3.6米","100个","2.6米","上海大西洋投资公司","5米","否","是","740m²","面砖","暂无数据"
"1529414561-1593","https://sh.xzl.anjuke.com/loupan/p57/","旭辉华庭","/loupan/321107?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/321107","旭辉华庭","嘉定-嘉定城区-白银路938号(白银路胜辛路口)","商业综合体","甲级","旭辉华庭位于嘉定新城核心居住区，东至云谷路，西至胜幸路，南至白银路，北至高台路，位于嘉定新城核心居住区，是集住宅、商业、办公于一体的微型城市综合体。项目距离11号线白银路地铁站仅约100米，扼守交通动脉，出入快捷便利。项目位踞新城繁华版图，近享远香湖未来利好规划，更坐拥嘉定老城区醇熟生活，妇幼保健院、瑞金医院北院、保利大剧院、嘉定区图书馆、嘉定区实验幼儿园、交大附中嘉定分校、上海华二初级中学、白银","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","上海永升物业管理有限公司","暂无","暂无","暂无","10层","2013年12月","暂无","暂无","暂无","暂无","暂无","上海旭强置业有限公司","暂无","是","是","暂无","暂无","暂无数据"
"1529423029-3094","https://sh.xzl.anjuke.com/loupan/p7/","盛邦国际大厦","/loupan/10660?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10660","盛邦国际大厦","虹口-四川北路-四川北路1318号","商业综合体","甲级","盛邦国际大厦，拥有超凡品质的办公楼及商场裙楼，甲级国际商厦规格，设备臻至完美，计划于2009年初启用，势必成为虹口动感商圈内领先登场的一幢综合性商厦。当全球聚焦2010年世界博览会中的上海时，盛邦国际大厦将成为区域内触目耀眼的新地标。 　　盛邦国际大厦，备有多层甲级办公区域可供租赁，裙楼商铺则为租户带来无限便利。大厦的每一层楼、每一配置均精心设计策划，体现人性化、智能化的需求。为租户提供更为宽敞、","25元/平米•月","集中式中央空调","6部","1部","1800元/月","暂无","电信、联通、长城、移动、卫通","130个","戴德梁行房地产咨询（上海）有限公司","银行、ATM、餐饮、便利店","企业名称：东菱国际货物运输代理有限公司，所属行业：物流/运输、企业名称：大森回漕国际物流(上海)有限公司，所属行业：物流/运输、企业名称：边行（中国）有限公司，所属行业：政府/非赢利机构/其他、企业名称：上海拓洋国际物流有限公司，所属行业：物流/运输、企业名称：杭州加多宝饮料有限公司，所属行业：贸易/消费/制造/营运","银行、ATM、餐饮、便利店","33层","2009年5月","56278m²","1728.88m²","3.9米","130个","2.5米","雷富房地产（上海）有限公司","8米","是","是","148m²、301m²、311m²、296m²、226m²","玻璃幕墙","6.08元/m²•天"
"1529420061-2471","https://sh.xzl.anjuke.com/loupan/p27/","佳预信息科技大厦","/loupan/195637?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/195637","佳预信息科技大厦","松江-九亭-上海市沪松公路1177号","写字楼","甲级","暂无数据","15元/平米•月","集中式中央空调","12部","4部","500元/月","126个","电信、联通、移动","300个","上海佳预科技发展有限公司","食堂、银行、ATM、便利店、商务中心、会议室、会展中心","暂无","食堂、银行、ATM、便利店、商务中心、会议室、会展中心","10层","2011年9月","77682m²","暂无","暂无","300个","暂无","上海佳预科技发展有限公司","暂无","是","是","暂无","玻璃幕墙","3.04元/m²•天"
"1529420884-2647","https://sh.xzl.anjuke.com/loupan/p22/","绿地公园广场","/loupan/222376?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/222376","绿地公园广场","宝山-顾村-陆翔路111号","商业综合体","甲级","项目位于西顾村的陆翔路和镜泊湖路口，7号线顾村公园地铁站口，东面是三级甲等华山医院北院，南面是435万方顾村公园，西面是保利叶语高档住宅和别墅区，北面大型成熟的居住社区。项目的2幢、3幢、5幢是SOHO公寓，1幢、6幢是准甲办公，中间是同正大集团合作的，地下一层，地上三层，局部四层的集中商业广场。","16元/平米•月","分体空调","6部","2部","300元/月","158个","电信","1080个","永绿物业","ATM、餐饮、会议室","企业名称：上海乐丁电子科技有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海创林房地产经纪有限公司公园广场分行，所属行业：房地产/建筑","ATM、餐饮、会议室","15层","2013年3月","225595m²","1733m²","3.65米","1080个","2.7米","上海绿地邻森置业有限公司","10.8米","否","是","50m²、180m²","玻璃幕墙","暂无数据"
"1529423294-3148","https://sh.xzl.anjuke.com/loupan/p5/","上海证券大厦","/loupan/10146?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10146","上海证券大厦","浦东-陆家嘴-浦东南路528号","写字楼","甲级","上海证券大厦位于上海浦东新区陆家嘴金融贸易区，破具时代感和经典美学最佳组合的典范造型，多功能，高智能的现代化设备，使其成为上海浦东这个最具发展潜质的国际金融中心的焦点。其设备管理系统是根据目前国际最先进的分布式控制理论而设计的集散型系统，它利用现代化计算机技术，现代化控制技术，现代化通讯技术，现代化图形显示技术，即4C技术经过中央计算机的系统的通信网络，将分配在","29.1元/平米•月","集中式中央空调","12部","2部","1500元/月","27个","电信、联通、移动、卫通","197个","上海保利物业酒店管理公司","银行","企业名称：浦利地产，所属行业：房地产/建筑、企业名称：汉沛达，所属行业：会计/金融/银行/保险、企业名称：尚璿餐饮管理有限公司，所属行业：贸易/消费/制造/营运、企业名称：江西铜业集团公司，所属行业：能源/原材料、企业名称：联创建筑设计有限公司，所属行业：房地产/建筑","银行","27层","1997年12月","104000m²","1200m²","4米","197个","2.7米","浦利房地产发展有限公司","8.5米","是","是","100m²、200m²、300m²","玻璃幕墙","8.11元/m²•天"
"1529421417-2766","https://sh.xzl.anjuke.com/loupan/p18/","中山万博国际中心","/loupan/325454?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/325454","中山万博国际中心","长宁-虹桥开发区-淮海西路666号","写字楼","甲级","中山万博广场位于凯旋路东、虹桥路北，建筑面积约64100平方米，为1幢24层的办公楼、1幢2至3层商业、市政综合楼。项目位于轨交3、4、10号线虹桥路站上盖，150米即达内环高架，5分钟可达徐家汇商圈，20分钟接驳虹桥机场。优越的地理位置和便捷的立体化交通网络为高端商务提供便利。中山万博广场建筑立面造型为经典Art-Deco风格，大堂挑空7.8米,双大堂设计","28元/平米•月","集中式中央空调","12部","2部","1500元/月","70个","电信、联通、移动","330个","戴德梁行","银行、ATM、餐饮、便利店、商务中心","企业名称：泰尔茂医疗产品(上海)有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：上海凯旋城市信用合作社，所属行业：会计/金融/银行/保险","银行、ATM、餐饮、便利店、商务中心","28层","2011年3月","52895m²","1671.43m²","3.8米","330个","2.8米","上海万博房地产开发有限公司","8米","是","是","228m²、300m²、307m²","玻璃幕墙","6.29元/m²•天"
